Food product,Land use change,Animal Feed,Farm,Processing,Transport,Packging,Retail,Total_emissions,Eutrophying emissions per 1000kcal (gPO₄eq per 1000kcal),Eutrophying emissions per kilogram (gPO₄eq per kilogram),Eutrophying emissions per 100g protein (gPO₄eq per 100 grams protein),Freshwater withdrawals per 1000kcal (liters per 1000kcal),Freshwater withdrawals per 100g protein (liters per 100g protein),Freshwater withdrawals per kilogram (liters per kilogram),Greenhouse gas emissions per 1000kcal (kgCO₂eq per 1000kcal),Greenhouse gas emissions per 100g protein (kgCO₂eq per 100g protein),Land use per 1000kcal (m² per 1000kcal),Land use per kilogram (m² per kilogram),Land use per 100g protein (m² per 100g protein),Scarcity-weighted water use per kilogram (liters per kilogram),Scarcity-weighted water use per 100g protein (liters per 100g protein),Scarcity-weighted water use per 1000kcal (liters per 1000 kilocalories),Unnamed: 0,Country,Production (tonnes),Emissions_per_tonne
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,562.0,Lithuania,52173.5,860862.75
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,563.0,Luxembourg,2565.72,42334.38
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,564.0,Malta,57662.75,951435.375
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,565.0,Montenegro,2887.34,47641.11
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,566.0,Netherlands,91951.19,1517194.635
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,567.0,North Macedonia,225430.93,3719610.3449999997
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,568.0,Poland,81376.05,1342704.825
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,569.0,Portugal,29349.86,484272.69
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,570.0,Romania,42804.56,706275.24
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,571.0,Serbia,93085.47,1535910.2550000001
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,572.0,Slovakia,40039.44,660650.76
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,573.0,Slovenia,30882.93,509568.34500000003
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,574.0,Spain,350632.19,5785431.135
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,575.0,Sweden,205030.65,3383005.725
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,576.0,Switzerland,492379.16,8124256.14
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.5,197.36,110.52,138.15,46.25,32.38,25.9,50.95,35.66,38.61,21.62,27.02,337.0,421.25,601.79,577.0,Ukraine,1297982.59,21416712.735000003
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,0.0,Albania,308651.08,339516.188
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,1.0,Austria,2068804.1,2275684.5100000002
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,2.0,Belarus,568767.27,625643.9970000001
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,3.0,Belgium,605323.23,665855.5530000001
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,4.0,Bosnia and Herzegovina,888084.05,976892.4550000001
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,5.0,Bulgaria,2110071.9,2321079.0900000003
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,6.0,Croatia,1904827.09,2095309.7990000003
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,7.0,Czechia,689296.38,758226.018
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,8.0,Denmark,28200.45,31020.495000000003
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,9.0,Estonia,0.0,0.0
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,10.0,Finland,0.0,0.0
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,11.0,France,14676819.05,16144500.955000002
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,12.0,Germany,4154681.32,4570149.4520000005
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,13.0,Greece,2018665.88,2220532.468
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,14.0,Hungary,7203400.09,7923740.099
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,15.0,Ireland,0.0,0.0
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,16.0,Italy,8507013.59,9357714.949000001
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,17.0,Latvia,0.0,0.0
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,18.0,Lithuania,54459.02,59904.922
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,19.0,Luxembourg,1844.91,2029.4010000000003
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,20.0,Malta,0.0,0.0
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,21.0,Montenegro,2779.93,3057.9230000000002
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,22.0,Netherlands,183253.77,201579.147
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,23.0,North Macedonia,138833.05,152716.355
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,24.0,Poland,3038115.32,3341926.852
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,25.0,Portugal,750151.86,825167.0460000001
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,26.0,Romania,10486302.82,11534933.102000002
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,27.0,Serbia,6160645.59,6776710.149
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,28.0,Slovakia,1109350.41,1220285.4510000001
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,29.0,Slovenia,320569.77,352626.74700000003
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,30.0,Spain,4152612.82,4567874.102
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,31.0,Sweden,10825.0,11907.500000000002
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,32.0,Switzerland,164999.27,181499.19700000001
Maize,0.3,0.0,0.5,0.1,0.1,0.1,0.0,1.1,,,,,,,,,,,,,,,33.0,Ukraine,18441280.91,20285409.001000002
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,476.0,Albania,48954.55,372054.58
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,477.0,Austria,176164.91,1338853.3159999999
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,478.0,Belarus,46613.73,354264.348
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,479.0,Belgium,174995.91,1329968.916
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,480.0,Bosnia and Herzegovina,59980.84,455854.38399999996
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,481.0,Bulgaria,2657.95,20200.42
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,482.0,Croatia,759395.73,5771407.5479999995
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,483.0,Czechia,465714.0,3539426.4
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,484.0,Denmark,117008.09,889261.4839999999
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,485.0,Estonia,29210.5,221999.8
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,486.0,Finland,40100.0,304760.0
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,487.0,France,9730911.23,73954925.348
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,488.0,Germany,30962.38,235314.088
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,489.0,Greece,479584.35,3644841.0599999996
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,490.0,Hungary,6680198.4,50769507.84
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,491.0,Ireland,122000.0,927200.0
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,492.0,Italy,110649.2,840933.9199999999
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,493.0,Latvia,487167.25,3702471.0999999996
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,494.0,Lithuania,1807363.9,13735965.639999999
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,495.0,Luxembourg,325920.72,2476997.4719999996
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,496.0,Malta,43040.03,327104.228
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,497.0,Montenegro,45678.0,347152.8
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,498.0,Netherlands,112459.74,854694.024
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,499.0,North Macedonia,111508.74,847466.424
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,500.0,Poland,371619.57,2824308.732
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,501.0,Portugal,38516.78,292727.528
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,502.0,Romania,2141661.25,16276625.5
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,503.0,Serbia,66218.82,503263.032
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,504.0,Slovakia,371021.2,2819761.12
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,505.0,Slovenia,165306.11,1256326.4359999998
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,506.0,Spain,196704.06,1494950.856
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,507.0,Sweden,18006.95,136852.82
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,508.0,Switzerland,677499.81,5148998.556
Palm,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.21,10.67,,0.72,,6.4,0.83,,0.27,2.42,,36.2,,4.1,509.0,Ukraine,33421.53,254003.62799999997
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,442.0,Albania,4009518.28,3207614.624
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,443.0,Austria,797.61,638.0880000000001
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,444.0,Belarus,32630.77,26104.616
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,445.0,Belgium,27315.06,21852.048000000003
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,446.0,Bosnia and Herzegovina,1090977.27,872781.8160000001
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,447.0,Bulgaria,5134.46,4107.568
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,448.0,Croatia,285030.77,228024.61600000004
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,449.0,Czechia,4283.0,3426.4
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,450.0,Denmark,674017.5,539214.0
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,451.0,Estonia,249558.49,199646.79200000002
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,452.0,Finland,1253.0,1002.4000000000001
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,453.0,France,10582.28,8465.824
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,454.0,Germany,45573.82,36459.056000000004
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,455.0,Greece,435429.55,348343.64
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,456.0,Hungary,154151.79,123321.43200000002
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,457.0,Ireland,43474.5,34779.6
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,458.0,Italy,84665.23,67732.184
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,459.0,Latvia,93089.0,74471.2
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,460.0,Lithuania,629861.27,503889.01600000006
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,461.0,Luxembourg,47121.37,37697.096000000005
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,462.0,Malta,11057.2,8845.76
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,463.0,Montenegro,2729.62,2183.696
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,464.0,Netherlands,726547.63,581238.104
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,465.0,North Macedonia,9499.17,7599.336
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,466.0,Poland,401067.95,320854.36000000004
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,467.0,Portugal,105727.25,84581.8
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,468.0,Romania,139578.76,111663.00800000002
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,469.0,Serbia,414895.39,331916.31200000003
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,470.0,Slovakia,1142284.21,913827.368
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,471.0,Slovenia,993587.57,794870.056
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,472.0,Spain,71420.89,57136.712
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,473.0,Sweden,271429.75,217143.80000000002
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,474.0,Switzerland,1334467.78,1067574.2240000002
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.8,2.17,7.52,3.38,,178.49,396.6,0.28,0.44,2.16,7.46,3.36,27948.2,12577.95,,475.0,Ukraine,195646.45,156517.16
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,374.0,Albania,208750.05,62625.01499999999
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,375.0,Austria,0.0,0.0
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,376.0,Belarus,819.5,245.85
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,377.0,Belgium,130.46,39.138
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,378.0,Bosnia and Herzegovina,14727.24,4418.172
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,379.0,Bulgaria,4122193.53,1236658.059
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,380.0,Croatia,104.24,31.272
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,381.0,Czechia,34039.49,10211.847
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,382.0,Denmark,18356209.11,5506862.733
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,383.0,Estonia,86647925.5,25994377.65
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,384.0,Finland,34166768.0,10250030.4
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,385.0,France,10025559.23,3007667.769
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,386.0,Germany,124594020.69,37378206.206999995
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,387.0,Greece,1578865.71,473659.713
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,388.0,Hungary,10063.64,3019.0919999999996
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,389.0,Ireland,187.75,56.324999999999996
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,390.0,Italy,11756323.17,3526896.951
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,391.0,Latvia,8076176.75,2422853.025
Potatoes,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.75,3.48,20.47,80.74,347.65,59.1,0.63,2.71,1.2,0.88,5.18,2754.2,16201.18,3762.57,392.0,Lithuania,39164.76,11749.428
